date,ageclass,gender,vacc_status,nCumul
2022-07-20,60-69,NA,booster,0
2022-07-20,70-79,d,atLeastOneDose,52
2022-07-20,70-79,d,completedBasicImmu,53
2022-07-20,70-79,d,booster,39
2022-07-20,70-79,f,atLeastOneDose,58985
2022-07-20,70-79,f,completedBasicImmu,59636
2022-07-20,70-79,f,booster,52952
2022-07-20,70-79,m,atLeastOneDose,52383
2022-07-20,70-79,m,completedBasicImmu,53152
2022-07-20,70-79,m,booster,47055
2022-07-20,70-79,NA,atLeastOneDose,0
2022-07-20,70-79,NA,completedBasicImmu,0
2022-07-20,70-79,NA,booster,0
2022-07-20,80+,d,atLeastOneDose,21
2022-07-20,80+,d,completedBasicImmu,19
2022-07-20,80+,d,booster,20
2022-07-20,80+,f,atLeastOneDose,46879
2022-07-20,80+,f,completedBasicImmu,47065
2022-07-20,80+,f,booster,40343
2022-07-20,80+,m,atLeastOneDose,32172
2022-07-20,80+,m,completedBasicImmu,32377
2022-07-20,80+,m,booster,28198
2022-07-20,80+,NA,atLeastOneDose,0
2022-07-20,80+,NA,completedBasicImmu,0
2022-07-20,80+,NA,booster,0
2022-07-21,0-9,d,atLeastOneDose,0
2022-07-21,0-9,d,completedBasicImmu,0
2022-07-21,0-9,d,booster,0
2022-07-21,0-9,f,atLeastOneDose,4006
2022-07-21,0-9,f,completedBasicImmu,3403
2022-07-21,0-9,f,booster,0
2022-07-21,0-9,m,atLeastOneDose,4296
2022-07-21,0-9,m,completedBasicImmu,3576
2022-07-21,0-9,m,booster,10
2022-07-21,0-9,NA,atLeastOneDose,0
2022-07-21,0-9,NA,completedBasicImmu,0
2022-07-21,0-9,NA,booster,0
2022-07-21,10-19,d,atLeastOneDose,114
2022-07-21,10-19,d,completedBasicImmu,106
2022-07-21,10-19,d,booster,40
2022-07-21,10-19,f,atLeastOneDose,35380
2022-07-21,10-19,f,completedBasicImmu,35143
2022-07-21,10-19,f,booster,12972
2022-07-21,10-19,m,atLeastOneDose,36323
2022-07-21,10-19,m,completedBasicImmu,36009
2022-07-21,10-19,m,booster,12356
2022-07-21,10-19,NA,atLeastOneDose,0
2022-07-21,10-19,NA,completedBasicImmu,0
2022-07-21,10-19,NA,booster,0
2022-07-21,20-29,d,atLeastOneDose,238
2022-07-21,20-29,d,completedBasicImmu,235
2022-07-21,20-29,d,booster,139
2022-07-21,20-29,f,atLeastOneDose,71284
2022-07-21,20-29,f,completedBasicImmu,72570
2022-07-21,20-29,f,booster,40850
2022-07-21,20-29,m,atLeastOneDose,71419
2022-07-21,20-29,m,completedBasicImmu,73005
2022-07-21,20-29,m,booster,37702
2022-07-21,20-29,NA,atLeastOneDose,0
2022-07-21,20-29,NA,completedBasicImmu,0
2022-07-21,20-29,NA,booster,0
2022-07-21,30-39,d,atLeastOneDose,218
2022-07-21,30-39,d,completedBasicImmu,223
2022-07-21,30-39,d,booster,137
2022-07-21,30-39,f,atLeastOneDose,100698
2022-07-21,30-39,f,completedBasicImmu,102506
2022-07-21,30-39,f,booster,61939
2022-07-21,30-39,m,atLeastOneDose,103070
2022-07-21,30-39,m,completedBasicImmu,104930
2022-07-21,30-39,m,booster,64460
2022-07-21,30-39,NA,atLeastOneDose,0
2022-07-21,30-39,NA,completedBasicImmu,0
2022-07-21,30-39,NA,booster,0
2022-07-21,40-49,d,atLeastOneDose,180
2022-07-21,40-49,d,completedBasicImmu,179
2022-07-21,40-49,d,booster,115
2022-07-21,40-49,f,atLeastOneDose,94301
2022-07-21,40-49,f,completedBasicImmu,95895
2022-07-21,40-49,f,booster,62822
2022-07-21,40-49,m,atLeastOneDose,97137
2022-07-21,40-49,m,completedBasicImmu,98952
2022-07-21,40-49,m,booster,65800
2022-07-21,40-49,NA,atLeastOneDose,0
2022-07-21,40-49,NA,completedBasicImmu,0
2022-07-21,40-49,NA,booster,0
2022-07-21,50-59,d,atLeastOneDose,151
2022-07-21,50-59,d,completedBasicImmu,151
2022-07-21,50-59,d,booster,110
2022-07-21,50-59,f,atLeastOneDose,92589
2022-07-21,50-59,f,completedBasicImmu,94125
2022-07-21,50-59,f,booster,69001
2022-07-21,50-59,m,atLeastOneDose,98832
2022-07-21,50-59,m,completedBasicImmu,100533
2022-07-21,50-59,m,booster,74319
2022-07-21,50-59,NA,atLeastOneDose,0
2022-07-21,50-59,NA,completedBasicImmu,0
2022-07-21,50-59,NA,booster,0
2022-07-21,60-69,d,atLeastOneDose,67
2022-07-21,60-69,d,completedBasicImmu,64
2022-07-21,60-69,d,booster,56
2022-07-21,60-69,f,atLeastOneDose,70813
2022-07-21,60-69,f,completedBasicImmu,71836
2022-07-21,60-69,f,booster,58674
2022-07-21,60-69,m,atLeastOneDose,70074
2022-07-21,60-69,m,completedBasicImmu,71142
2022-07-21,60-69,m,booster,57693
2022-07-21,60-69,NA,atLeastOneDose,0
2022-07-21,60-69,NA,completedBasicImmu,0
2022-07-21,60-69,NA,booster,0
2022-07-21,70-79,d,atLeastOneDose,52
2022-07-21,70-79,d,completedBasicImmu,53
2022-07-21,70-79,d,booster,39
2022-07-21,70-79,f,atLeastOneDose,58985
2022-07-21,70-79,f,completedBasicImmu,59636
2022-07-21,70-79,f,booster,52958
2022-07-21,70-79,m,atLeastOneDose,52383
2022-07-21,70-79,m,completedBasicImmu,53152
2022-07-21,70-79,m,booster,47064
2022-07-21,70-79,NA,atLeastOneDose,0
2022-07-21,70-79,NA,completedBasicImmu,0
2022-07-21,70-79,NA,booster,0
2022-07-21,80+,d,atLeastOneDose,21
2022-07-21,80+,d,completedBasicImmu,19
2022-07-21,80+,d,booster,20
2022-07-21,80+,f,atLeastOneDose,46879
2022-07-21,80+,f,completedBasicImmu,47066
2022-07-21,80+,f,booster,40368
2022-07-21,80+,m,atLeastOneDose,32174
2022-07-21,80+,m,completedBasicImmu,32378
2022-07-21,80+,m,booster,28203
2022-07-21,80+,NA,atLeastOneDose,0
2022-07-21,80+,NA,completedBasicImmu,0
2022-07-21,80+,NA,booster,0
2022-07-22,0-9,d,atLeastOneDose,0
2022-07-22,0-9,d,completedBasicImmu,0
2022-07-22,0-9,d,booster,0
2022-07-22,0-9,f,atLeastOneDose,4006
2022-07-22,0-9,f,completedBasicImmu,3405
2022-07-22,0-9,f,booster,0
2022-07-22,0-9,m,atLeastOneDose,4297
2022-07-22,0-9,m,completedBasicImmu,3576
2022-07-22,0-9,m,booster,10
2022-07-22,0-9,NA,atLeastOneDose,0
2022-07-22,0-9,NA,completedBasicImmu,0
2022-07-22,0-9,NA,booster,0
2022-07-22,10-19,d,atLeastOneDose,114
2022-07-22,10-19,d,completedBasicImmu,106
2022-07-22,10-19,d,booster,40
2022-07-22,10-19,f,atLeastOneDose,35382
2022-07-22,10-19,f,completedBasicImmu,35149
2022-07-22,10-19,f,booster,12991
2022-07-22,10-19,m,atLeastOneDose,36325
2022-07-22,10-19,m,completedBasicImmu,36013
2022-07-22,10-19,m,booster,12377
2022-07-22,10-19,NA,atLeastOneDose,0
2022-07-22,10-19,NA,completedBasicImmu,0
2022-07-22,10-19,NA,booster,0
2022-07-22,20-29,d,atLeastOneDose,238
2022-07-22,20-29,d,completedBasicImmu,235
2022-07-22,20-29,d,booster,139
2022-07-22,20-29,f,atLeastOneDose,71287
2022-07-22,20-29,f,completedBasicImmu,72571
2022-07-22,20-29,f,booster,40874
2022-07-22,20-29,m,atLeastOneDose,71420
2022-07-22,20-29,m,completedBasicImmu,73007
2022-07-22,20-29,m,booster,37716
2022-07-22,20-29,NA,atLeastOneDose,0
2022-07-22,20-29,NA,completedBasicImmu,0
2022-07-22,20-29,NA,booster,0
2022-07-22,30-39,d,atLeastOneDose,218
2022-07-22,30-39,d,completedBasicImmu,223
2022-07-22,30-39,d,booster,138
2022-07-22,30-39,f,atLeastOneDose,100702
2022-07-22,30-39,f,completedBasicImmu,102510
2022-07-22,30-39,f,booster,61964
2022-07-22,30-39,m,atLeastOneDose,103073
2022-07-22,30-39,m,completedBasicImmu,104935
2022-07-22,30-39,m,booster,64491
2022-07-22,30-39,NA,atLeastOneDose,0
2022-07-22,30-39,NA,completedBasicImmu,0
2022-07-22,30-39,NA,booster,0
2022-07-22,40-49,d,atLeastOneDose,180
2022-07-22,40-49,d,completedBasicImmu,179
2022-07-22,40-49,d,booster,115
2022-07-22,40-49,f,atLeastOneDose,94303
2022-07-22,40-49,f,completedBasicImmu,95898
2022-07-22,40-49,f,booster,62842
2022-07-22,40-49,m,atLeastOneDose,97137
2022-07-22,40-49,m,completedBasicImmu,98954
2022-07-22,40-49,m,booster,65817
2022-07-22,40-49,NA,atLeastOneDose,0
2022-07-22,40-49,NA,completedBasicImmu,0
2022-07-22,40-49,NA,booster,0
2022-07-22,50-59,d,atLeastOneDose,151
2022-07-22,50-59,d,completedBasicImmu,151
2022-07-22,50-59,d,booster,110
2022-07-22,50-59,f,atLeastOneDose,92591
2022-07-22,50-59,f,completedBasicImmu,94126
2022-07-22,50-59,f,booster,69015
2022-07-22,50-59,m,atLeastOneDose,98833
2022-07-22,50-59,m,completedBasicImmu,100534
2022-07-22,50-59,m,booster,74337
2022-07-22,50-59,NA,atLeastOneDose,0
2022-07-22,50-59,NA,completedBasicImmu,0
2022-07-22,50-59,NA,booster,0
2022-07-22,60-69,d,atLeastOneDose,67
2022-07-22,60-69,d,completedBasicImmu,64
2022-07-22,60-69,d,booster,56
2022-07-22,60-69,f,atLeastOneDose,70814
2022-07-22,60-69,f,completedBasicImmu,71836
2022-07-22,60-69,f,booster,58682
2022-07-22,60-69,m,atLeastOneDose,70075
2022-07-22,60-69,m,completedBasicImmu,71142
2022-07-22,60-69,m,booster,57697
2022-07-22,60-69,NA,atLeastOneDose,0
2022-07-22,60-69,NA,completedBasicImmu,0
2022-07-22,60-69,NA,booster,0
2022-07-22,70-79,d,atLeastOneDose,52
2022-07-22,70-79,d,completedBasicImmu,53
2022-07-22,70-79,d,booster,39
2022-07-22,70-79,f,atLeastOneDose,58986
2022-07-22,70-79,f,completedBasicImmu,59636
2022-07-22,70-79,f,booster,52966
2022-07-22,70-79,m,atLeastOneDose,52383
2022-07-22,70-79,m,completedBasicImmu,53152
2022-07-22,70-79,m,booster,47070
2022-07-22,70-79,NA,atLeastOneDose,0
2022-07-22,70-79,NA,completedBasicImmu,0
2022-07-22,70-79,NA,booster,0
2022-07-22,80+,d,atLeastOneDose,21
2022-07-22,80+,d,completedBasicImmu,19
2022-07-22,80+,d,booster,20
2022-07-22,80+,f,atLeastOneDose,46880
2022-07-22,80+,f,completedBasicImmu,47069
2022-07-22,80+,f,booster,40385
2022-07-22,80+,m,atLeastOneDose,32174
2022-07-22,80+,m,completedBasicImmu,32378
2022-07-22,80+,m,booster,28217
2022-07-22,80+,NA,atLeastOneDose,0
2022-07-22,80+,NA,completedBasicImmu,0
2022-07-22,80+,NA,booster,0
2022-07-23,0-9,d,atLeastOneDose,0
2022-07-23,0-9,d,completedBasicImmu,0
2022-07-23,0-9,d,booster,0
2022-07-23,0-9,f,atLeastOneDose,4006
2022-07-23,0-9,f,completedBasicImmu,3405
2022-07-23,0-9,f,booster,0
2022-07-23,0-9,m,atLeastOneDose,4297
2022-07-23,0-9,m,completedBasicImmu,3576
2022-07-23,0-9,m,booster,10
2022-07-23,0-9,NA,atLeastOneDose,0
2022-07-23,0-9,NA,completedBasicImmu,0
2022-07-23,0-9,NA,booster,0
2022-07-23,10-19,d,atLeastOneDose,114
2022-07-23,10-19,d,completedBasicImmu,106
2022-07-23,10-19,d,booster,40
2022-07-23,10-19,f,atLeastOneDose,35382
2022-07-23,10-19,f,completedBasicImmu,35149
2022-07-23,10-19,f,booster,12991
2022-07-23,10-19,m,atLeastOneDose,36325
2022-07-23,10-19,m,completedBasicImmu,36013
2022-07-23,10-19,m,booster,12377
2022-07-23,10-19,NA,atLeastOneDose,0
2022-07-23,10-19,NA,completedBasicImmu,0
2022-07-23,10-19,NA,booster,0
2022-07-23,20-29,d,atLeastOneDose,238
2022-07-23,20-29,d,completedBasicImmu,235
2022-07-23,20-29,d,booster,139
2022-07-23,20-29,f,atLeastOneDose,71287
2022-07-23,20-29,f,completedBasicImmu,72571
2022-07-23,20-29,f,booster,40874
2022-07-23,20-29,m,atLeastOneDose,71420
2022-07-23,20-29,m,completedBasicImmu,73007
2022-07-23,20-29,m,booster,37716
2022-07-23,20-29,NA,atLeastOneDose,0
2022-07-23,20-29,NA,completedBasicImmu,0
2022-07-23,20-29,NA,booster,0
2022-07-23,30-39,d,atLeastOneDose,218
2022-07-23,30-39,d,completedBasicImmu,223
2022-07-23,30-39,d,booster,138
2022-07-23,30-39,f,atLeastOneDose,100702
2022-07-23,30-39,f,completedBasicImmu,102510
2022-07-23,30-39,f,booster,61966
2022-07-23,30-39,m,atLeastOneDose,103073
2022-07-23,30-39,m,completedBasicImmu,104935
2022-07-23,30-39,m,booster,64495
2022-07-23,30-39,NA,atLeastOneDose,0
2022-07-23,30-39,NA,completedBasicImmu,0
2022-07-23,30-39,NA,booster,0
2022-07-23,40-49,d,atLeastOneDose,180
2022-07-23,40-49,d,completedBasicImmu,179
2022-07-23,40-49,d,booster,115
2022-07-23,40-49,f,atLeastOneDose,94303
2022-07-23,40-49,f,completedBasicImmu,95898
2022-07-23,40-49,f,booster,62844
2022-07-23,40-49,m,atLeastOneDose,97137
2022-07-23,40-49,m,completedBasicImmu,98955
2022-07-23,40-49,m,booster,65820
2022-07-23,40-49,NA,atLeastOneDose,0
2022-07-23,40-49,NA,completedBasicImmu,0
2022-07-23,40-49,NA,booster,0
2022-07-23,50-59,d,atLeastOneDose,151
2022-07-23,50-59,d,completedBasicImmu,151
2022-07-23,50-59,d,booster,110
2022-07-23,50-59,f,atLeastOneDose,92591
2022-07-23,50-59,f,completedBasicImmu,94126
2022-07-23,50-59,f,booster,69015
2022-07-23,50-59,m,atLeastOneDose,98833
2022-07-23,50-59,m,completedBasicImmu,100534
2022-07-23,50-59,m,booster,74339
2022-07-23,50-59,NA,atLeastOneDose,0
2022-07-23,50-59,NA,completedBasicImmu,0
2022-07-23,50-59,NA,booster,0
2022-07-23,60-69,d,atLeastOneDose,67
2022-07-23,60-69,d,completedBasicImmu,64
2022-07-23,60-69,d,booster,56
2022-07-23,60-69,f,atLeastOneDose,70814
2022-07-23,60-69,f,completedBasicImmu,71836
2022-07-23,60-69,f,booster,58682
2022-07-23,60-69,m,atLeastOneDose,70075
2022-07-23,60-69,m,completedBasicImmu,71142
2022-07-23,60-69,m,booster,57698
2022-07-23,60-69,NA,atLeastOneDose,0
2022-07-23,60-69,NA,completedBasicImmu,0
2022-07-23,60-69,NA,booster,0
2022-07-23,70-79,d,atLeastOneDose,52
2022-07-23,70-79,d,completedBasicImmu,53
2022-07-23,70-79,d,booster,39
2022-07-23,70-79,f,atLeastOneDose,58986
2022-07-23,70-79,f,completedBasicImmu,59636
2022-07-23,70-79,f,booster,52966
2022-07-23,70-79,m,atLeastOneDose,52383
2022-07-23,70-79,m,completedBasicImmu,53152
2022-07-23,70-79,m,booster,47070
2022-07-23,70-79,NA,atLeastOneDose,0
2022-07-23,70-79,NA,completedBasicImmu,0
2022-07-23,70-79,NA,booster,0
2022-07-23,80+,d,atLeastOneDose,21
2022-07-23,80+,d,completedBasicImmu,19
2022-07-23,80+,d,booster,20
2022-07-23,80+,f,atLeastOneDose,46880
2022-07-23,80+,f,completedBasicImmu,47069
2022-07-23,80+,f,booster,40385
2022-07-23,80+,m,atLeastOneDose,32174
2022-07-23,80+,m,completedBasicImmu,32378
2022-07-23,80+,m,booster,28217
2022-07-23,80+,NA,atLeastOneDose,0
2022-07-23,80+,NA,completedBasicImmu,0
2022-07-23,80+,NA,booster,0
2022-07-24,0-9,d,atLeastOneDose,0
2022-07-24,0-9,d,completedBasicImmu,0
2022-07-24,0-9,d,booster,0
2022-07-24,0-9,f,atLeastOneDose,4006
2022-07-24,0-9,f,completedBasicImmu,3405
2022-07-24,0-9,f,booster,0
2022-07-24,0-9,m,atLeastOneDose,4297
2022-07-24,0-9,m,completedBasicImmu,3576
2022-07-24,0-9,m,booster,10
2022-07-24,0-9,NA,atLeastOneDose,0
2022-07-24,0-9,NA,completedBasicImmu,0
2022-07-24,0-9,NA,booster,0
2022-07-24,10-19,d,atLeastOneDose,114
2022-07-24,10-19,d,completedBasicImmu,106
2022-07-24,10-19,d,booster,40
2022-07-24,10-19,f,atLeastOneDose,35382
2022-07-24,10-19,f,completedBasicImmu,35149
2022-07-24,10-19,f,booster,12991
2022-07-24,10-19,m,atLeastOneDose,36325
2022-07-24,10-19,m,completedBasicImmu,36013
2022-07-24,10-19,m,booster,12377
2022-07-24,10-19,NA,atLeastOneDose,0
2022-07-24,10-19,NA,completedBasicImmu,0
2022-07-24,10-19,NA,booster,0
2022-07-24,20-29,d,atLeastOneDose,238
2022-07-24,20-29,d,completedBasicImmu,235
2022-07-24,20-29,d,booster,139
2022-07-24,20-29,f,atLeastOneDose,71287
2022-07-24,20-29,f,completedBasicImmu,72571
2022-07-24,20-29,f,booster,40874
2022-07-24,20-29,m,atLeastOneDose,71420
2022-07-24,20-29,m,completedBasicImmu,73007
2022-07-24,20-29,m,booster,37716
2022-07-24,20-29,NA,atLeastOneDose,0
2022-07-24,20-29,NA,completedBasicImmu,0
2022-07-24,20-29,NA,booster,0
2022-07-24,30-39,d,atLeastOneDose,218
2022-07-24,30-39,d,completedBasicImmu,223
2022-07-24,30-39,d,booster,138
2022-07-24,30-39,f,atLeastOneDose,100702
2022-07-24,30-39,f,completedBasicImmu,102510
2022-07-24,30-39,f,booster,61966
2022-07-24,30-39,m,atLeastOneDose,103073
2022-07-24,30-39,m,completedBasicImmu,104935
2022-07-24,30-39,m,booster,64497
2022-07-24,30-39,NA,atLeastOneDose,0
2022-07-24,30-39,NA,completedBasicImmu,0
2022-07-24,30-39,NA,booster,0
2022-07-24,40-49,d,atLeastOneDose,180
2022-07-24,40-49,d,completedBasicImmu,179
2022-07-24,40-49,d,booster,115
2022-07-24,40-49,f,atLeastOneDose,94303
2022-07-24,40-49,f,completedBasicImmu,95898
2022-07-24,40-49,f,booster,62845
2022-07-24,40-49,m,atLeastOneDose,97137
2022-07-24,40-49,m,completedBasicImmu,98955
2022-07-24,40-49,m,booster,65820
2022-07-24,40-49,NA,atLeastOneDose,0
2022-07-24,40-49,NA,completedBasicImmu,0
2022-07-24,40-49,NA,booster,0
2022-07-24,50-59,d,atLeastOneDose,151
2022-07-24,50-59,d,completedBasicImmu,151
2022-07-24,50-59,d,booster,110
2022-07-24,50-59,f,atLeastOneDose,92591
2022-07-24,50-59,f,completedBasicImmu,94126
2022-07-24,50-59,f,booster,69017
2022-07-24,50-59,m,atLeastOneDose,98833
2022-07-24,50-59,m,completedBasicImmu,100534
2022-07-24,50-59,m,booster,74340
2022-07-24,50-59,NA,atLeastOneDose,0
2022-07-24,50-59,NA,completedBasicImmu,0
2022-07-24,50-59,NA,booster,0
2022-07-24,60-69,d,atLeastOneDose,67
2022-07-24,60-69,d,completedBasicImmu,64
2022-07-24,60-69,d,booster,56
2022-07-24,60-69,f,atLeastOneDose,70814
2022-07-24,60-69,f,completedBasicImmu,71836
2022-07-24,60-69,f,booster,58685
2022-07-24,60-69,m,atLeastOneDose,70075
2022-07-24,60-69,m,completedBasicImmu,71142
2022-07-24,60-69,m,booster,57698
2022-07-24,60-69,NA,atLeastOneDose,0
2022-07-24,60-69,NA,completedBasicImmu,0
2022-07-24,60-69,NA,booster,0
2022-07-24,70-79,d,atLeastOneDose,52
2022-07-24,70-79,d,completedBasicImmu,53
2022-07-24,70-79,d,booster,39
2022-07-24,70-79,f,atLeastOneDose,58986
2022-07-24,70-79,f,completedBasicImmu,59636
2022-07-24,70-79,f,booster,52967
2022-07-24,70-79,m,atLeastOneDose,52383
2022-07-24,70-79,m,completedBasicImmu,53152
2022-07-24,70-79,m,booster,47070
2022-07-24,70-79,NA,atLeastOneDose,0
2022-07-24,70-79,NA,completedBasicImmu,0
2022-07-24,70-79,NA,booster,0
2022-07-24,80+,d,atLeastOneDose,21
2022-07-24,80+,d,completedBasicImmu,19
2022-07-24,80+,d,booster,20
2022-07-24,80+,f,atLeastOneDose,46880
2022-07-24,80+,f,completedBasicImmu,47069
2022-07-24,80+,f,booster,40385
2022-07-24,80+,m,atLeastOneDose,32174
2022-07-24,80+,m,completedBasicImmu,32378
2022-07-24,80+,m,booster,28217
2022-07-24,80+,NA,atLeastOneDose,0
2022-07-24,80+,NA,completedBasicImmu,0
2022-07-24,80+,NA,booster,0
2022-07-25,0-9,d,atLeastOneDose,0
2022-07-25,0-9,d,completedBasicImmu,0
2022-07-25,0-9,d,booster,0
2022-07-25,0-9,f,atLeastOneDose,4007
2022-07-25,0-9,f,completedBasicImmu,3405
2022-07-25,0-9,f,booster,0
2022-07-25,0-9,m,atLeastOneDose,4298
2022-07-25,0-9,m,completedBasicImmu,3576
2022-07-25,0-9,m,booster,10
2022-07-25,0-9,NA,atLeastOneDose,0
2022-07-25,0-9,NA,completedBasicImmu,0
2022-07-25,0-9,NA,booster,0
2022-07-25,10-19,d,atLeastOneDose,114
2022-07-25,10-19,d,completedBasicImmu,106
2022-07-25,10-19,d,booster,40
2022-07-25,10-19,f,atLeastOneDose,35384
2022-07-25,10-19,f,completedBasicImmu,35150
2022-07-25,10-19,f,booster,12996
2022-07-25,10-19,m,atLeastOneDose,36326
2022-07-25,10-19,m,completedBasicImmu,36016
2022-07-25,10-19,m,booster,12381
2022-07-25,10-19,NA,atLeastOneDose,0
2022-07-25,10-19,NA,completedBasicImmu,0
2022-07-25,10-19,NA,booster,0
2022-07-25,20-29,d,atLeastOneDose,238
2022-07-25,20-29,d,completedBasicImmu,235
2022-07-25,20-29,d,booster,139
2022-07-25,20-29,f,atLeastOneDose,71289
2022-07-25,20-29,f,completedBasicImmu,72574
2022-07-25,20-29,f,booster,40890
2022-07-25,20-29,m,atLeastOneDose,71421
2022-07-25,20-29,m,completedBasicImmu,73009
2022-07-25,20-29,m,booster,37729
2022-07-25,20-29,NA,atLeastOneDose,0
2022-07-25,20-29,NA,completedBasicImmu,0
2022-07-25,20-29,NA,booster,0
2022-07-25,30-39,d,atLeastOneDose,218
2022-07-25,30-39,d,completedBasicImmu,223
2022-07-25,30-39,d,booster,138
2022-07-25,30-39,f,atLeastOneDose,100706
2022-07-25,30-39,f,completedBasicImmu,102512
2022-07-25,30-39,f,booster,61979
2022-07-25,30-39,m,atLeastOneDose,103075
2022-07-25,30-39,m,completedBasicImmu,104937
2022-07-25,30-39,m,booster,64510
2022-07-25,30-39,NA,atLeastOneDose,0
2022-07-25,30-39,NA,completedBasicImmu,0
2022-07-25,30-39,NA,booster,0
2022-07-25,40-49,d,atLeastOneDose,180
2022-07-25,40-49,d,completedBasicImmu,179
2022-07-25,40-49,d,booster,115
2022-07-25,40-49,f,atLeastOneDose,94303
2022-07-25,40-49,f,completedBasicImmu,95902
2022-07-25,40-49,f,booster,62856
2022-07-25,40-49,m,atLeastOneDose,97138
2022-07-25,40-49,m,completedBasicImmu,98956
2022-07-25,40-49,m,booster,65830
2022-07-25,40-49,NA,atLeastOneDose,0
2022-07-25,40-49,NA,completedBasicImmu,0
2022-07-25,40-49,NA,booster,0
2022-07-25,50-59,d,atLeastOneDose,151
2022-07-25,50-59,d,completedBasicImmu,151
2022-07-25,50-59,d,booster,110
2022-07-25,50-59,f,atLeastOneDose,92593
2022-07-25,50-59,f,completedBasicImmu,94127
2022-07-25,50-59,f,booster,69026
2022-07-25,50-59,m,atLeastOneDose,98833
2022-07-25,50-59,m,completedBasicImmu,100534
2022-07-25,50-59,m,booster,74346
2022-07-25,50-59,NA,atLeastOneDose,0
2022-07-25,50-59,NA,completedBasicImmu,0
2022-07-25,50-59,NA,booster,0
2022-07-25,60-69,d,atLeastOneDose,67
2022-07-25,60-69,d,completedBasicImmu,64
2022-07-25,60-69,d,booster,56
2022-07-25,60-69,f,atLeastOneDose,70815
2022-07-25,60-69,f,completedBasicImmu,71836
2022-07-25,60-69,f,booster,58689
2022-07-25,60-69,m,atLeastOneDose,70075
2022-07-25,60-69,m,completedBasicImmu,71142
2022-07-25,60-69,m,booster,57704
2022-07-25,60-69,NA,atLeastOneDose,0
2022-07-25,60-69,NA,completedBasicImmu,0
2022-07-25,60-69,NA,booster,0
2022-07-25,70-79,d,atLeastOneDose,52
2022-07-25,70-79,d,completedBasicImmu,53
2022-07-25,70-79,d,booster,39
2022-07-25,70-79,f,atLeastOneDose,58986
2022-07-25,70-79,f,completedBasicImmu,59637
2022-07-25,70-79,f,booster,52972
2022-07-25,70-79,m,atLeastOneDose,52384
2022-07-25,70-79,m,completedBasicImmu,53154
2022-07-25,70-79,m,booster,47071
2022-07-25,70-79,NA,atLeastOneDose,0
2022-07-25,70-79,NA,completedBasicImmu,0
2022-07-25,70-79,NA,booster,0
2022-07-25,80+,d,atLeastOneDose,21
2022-07-25,80+,d,completedBasicImmu,19
2022-07-25,80+,d,booster,20
2022-07-25,80+,f,atLeastOneDose,46880
2022-07-25,80+,f,completedBasicImmu,47070
2022-07-25,80+,f,booster,40386
2022-07-25,80+,m,atLeastOneDose,32176
2022-07-25,80+,m,completedBasicImmu,32379
2022-07-25,80+,m,booster,28220
2022-07-25,80+,NA,atLeastOneDose,0
2022-07-25,80+,NA,completedBasicImmu,0
2022-07-25,80+,NA,booster,0
2022-07-26,0-9,d,atLeastOneDose,0
2022-07-26,0-9,d,completedBasicImmu,0
2022-07-26,0-9,d,booster,0
2022-07-26,0-9,f,atLeastOneDose,4007
2022-07-26,0-9,f,completedBasicImmu,3405
2022-07-26,0-9,f,booster,0
2022-07-26,0-9,m,atLeastOneDose,4299
2022-07-26,0-9,m,completedBasicImmu,3576
2022-07-26,0-9,m,booster,10
2022-07-26,0-9,NA,atLeastOneDose,0
2022-07-26,0-9,NA,completedBasicImmu,0
2022-07-26,0-9,NA,booster,0
2022-07-26,10-19,d,atLeastOneDose,114
2022-07-26,10-19,d,completedBasicImmu,106
2022-07-26,10-19,d,booster,40
2022-07-26,10-19,f,atLeastOneDose,35386
2022-07-26,10-19,f,completedBasicImmu,35154
2022-07-26,10-19,f,booster,13005
2022-07-26,10-19,m,atLeastOneDose,36327
2022-07-26,10-19,m,completedBasicImmu,36019
2022-07-26,10-19,m,booster,12382
2022-07-26,10-19,NA,atLeastOneDose,0
2022-07-26,10-19,NA,completedBasicImmu,0
2022-07-26,10-19,NA,booster,0
2022-07-26,20-29,d,atLeastOneDose,238
2022-07-26,20-29,d,completedBasicImmu,235
2022-07-26,20-29,d,booster,139
2022-07-26,20-29,f,atLeastOneDose,71291
2022-07-26,20-29,f,completedBasicImmu,72575
2022-07-26,20-29,f,booster,40906
2022-07-26,20-29,m,atLeastOneDose,71422
2022-07-26,20-29,m,completedBasicImmu,73010
2022-07-26,20-29,m,booster,37747
2022-07-26,20-29,NA,atLeastOneDose,0
2022-07-26,20-29,NA,completedBasicImmu,0
2022-07-26,20-29,NA,booster,0
2022-07-26,30-39,d,atLeastOneDose,218
2022-07-26,30-39,d,completedBasicImmu,223
2022-07-26,30-39,d,booster,138
2022-07-26,30-39,f,atLeastOneDose,100708
2022-07-26,30-39,f,completedBasicImmu,102515
2022-07-26,30-39,f,booster,61998
2022-07-26,30-39,m,atLeastOneDose,103081
2022-07-26,30-39,m,completedBasicImmu,104938
2022-07-26,30-39,m,booster,64530
2022-07-26,30-39,NA,atLeastOneDose,0
2022-07-26,30-39,NA,completedBasicImmu,0
2022-07-26,30-39,NA,booster,0
2022-07-26,40-49,d,atLeastOneDose,180
2022-07-26,40-49,d,completedBasicImmu,179
2022-07-26,40-49,d,booster,115
2022-07-26,40-49,f,atLeastOneDose,94307
2022-07-26,40-49,f,completedBasicImmu,95906
